ID,E1,A2,C3R,N4R,O5R,E6,A7,C8R,N9R,O10,E11R,A12R,C13,N14,O15,E16R,A17R,C18,N19,O20,E21,A22R,C23R,N24R,O25R,E26R,A27,C28R,N29R,O30R,E31R,A32,C33,N34,O35,E36R,A37R,C38,N39,O40,E41,A42R,C43,N44R,O45R,E46,A47R,C48R,N49R,O50R,E51R,A52,C53,N54,O55R,E56,A57,C58R,N59,O60
106,2,4,4,4,2,3,4,4,5,5,1,2,4,1,5,5,4,3,3,5,2,1,3,4,1,5,5,2,4,1,5,4,2,3,4,5,1,3,2,4,2,2,3,4,1,3,1,2,2,1,4,4,4,2,1,2,5,1,3,5
107,4,4,2,4,5,2,4,2,4,4,2,2,5,2,4,2,2,5,4,2,3,2,4,4,2,2,4,2,4,4,4,4,5,2,2,2,4,5,2,4,2,4,5,4,2,4,3,2,2,4,2,5,4,2,4,4,1,3,2,4
108,1,4,5,2,3,2,4,5,3,3,2,4,2,4,3,3,2,1,4,3,2,4,5,3,1,5,3,4,2,2,5,2,2,4,4,3,3,2,3,3,1,3,2,2,1,4,4,3,2,2,3,4,3,2,1,3,2,4,4,3
109,2,4,3,3,4,1,4,3,4,4,4,4,4,3,3,5,2,4,4,2,1,2,4,2,4,3,4,4,3,4,5,4,4,3,4,3,2,4,3,2,3,4,4,4,4,2,2,2,3,4,5,4,4,3,4,3,4,4,2,4
110,4,5,1,5,4,3,5,1,4,4,1,1,1,2,4,3,5,5,1,5,5,1,1,5,3,1,5,1,5,1,1,5,5,3,5,1,1,5,1,4,5,1,5,5,1,5,1,1,1,3,1,5,5,1,3,5,4,1,1,5
111,5,5,2,4,1,5,5,3,5,5,1,2,5,1,5,1,1,4,4,5,4,3,4,5,1,3,4,1,2,1,1,5,4,4,5,2,4,5,1,5,4,3,5,4,1,5,1,2,5,1,1,5,5,1,1,5,5,4,2,5
112,3,4,1,5,1,3,4,1,5,5,1,2,5,1,5,4,1,5,1,5,4,1,1,5,1,1,4,1,5,1,4,4,5,1,5,2,1,4,1,5,4,2,5,5,1,3,1,1,5,2,2,4,5,1,1,2,4,1,1,5
113,3,5,4,2,2,3,4,4,4,5,4,4,4,2,3,4,5,2,4,3,4,2,3,2,2,4,4,4,1,3,4,4,3,5,2,3,4,4,4,2,1,5,3,2,4,4,3,4,2,4,4,4,4,4,2,2,5,4,5,4
114,1,4,3,4,3,3,4,5,2,4,1,1,4,2,5,5,4,4,5,3,1,1,2,4,2,3,3,3,4,2,5,4,4,5,3,5,1,4,3,5,3,3,4,4,1,4,2,1,1,3,4,4,4,2,2,3,4,1,2,5
115,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,1,1,5,1,4,5,1,1,5,1,1,3,2,5,1,1,5,5,1,5,2,1,5,1,5,5,4,5,5,1,5,1,1,4,1,1,5,5,1,1,5,2,1,1,5
116,2,5,4,4,2,1,5,1,5,5,1,4,5,1,5,5,1,5,4,5,2,1,1,2,1,2,4,4,5,1,5,5,2,2,5,1,2,5,1,5,5,4,5,5,1,2,1,1,2,4,5,5,5,1,1,4,4,1,1,5
117,4,4,2,4,2,3,4,2,4,4,2,2,4,2,4,2,2,4,2,4,3,2,2,4,2,2,4,2,4,2,2,4,4,2,4,3,4,4,2,4,4,2,4,4,2,4,2,2,4,2,3,4,4,2,2,4,4,2,2,4
118,1,4,2,3,2,4,4,2,3,5,1,5,4,2,1,4,2,5,4,5,2,1,2,3,1,2,1,2,3,1,4,4,4,4,5,2,2,4,2,5,4,5,4,4,1,2,2,1,2,2,3,4,4,2,1,4,1,1,2,5
119,4,5,1,3,2,3,5,1,2,5,3,3,5,3,3,4,5,4,2,5,2,3,4,2,3,2,2,4,3,1,4,4,5,3,5,4,3,5,4,4,3,4,5,3,1,3,3,1,2,1,3,4,4,4,3,4,3,2,2,4
120,1,2,2,5,2,4,5,1,5,5,2,3,5,1,5,5,4,3,4,4,2,4,2,5,1,1,2,2,5,1,5,2,3,1,5,2,2,5,1,5,4,4,5,4,1,1,4,2,4,4,4,4,5,1,1,3,2,1,2,5
121,1,5,1,1,2,4,5,2,1,2,5,5,4,4,4,5,4,5,5,2,4,2,2,1,2,4,4,4,1,4,5,5,5,5,5,2,4,4,5,5,1,5,4,2,4,2,4,1,1,5,4,5,4,5,5,4,2,2,4,4
122,2,4,2,4,4,4,4,2,2,2,4,4,4,2,4,1,4,2,2,4,2,2,2,4,4,2,2,2,4,2,4,4,2,5,4,2,2,4,2,2,2,2,4,4,2,4,1,1,1,4,4,4,4,1,1,3,1,1,2,4
123,5,4,1,5,2,3,4,1,5,5,1,1,4,2,4,2,4,5,3,2,3,1,1,5,1,1,4,1,4,2,2,4,5,2,3,3,1,5,1,5,5,4,4,5,2,5,1,1,4,3,1,5,5,1,3,5,3,1,1,4
124,2,5,1,4,1,2,5,2,4,5,2,2,5,1,4,4,1,4,4,4,4,1,1,4,1,2,4,2,5,1,4,5,2,2,5,1,1,4,1,5,2,2,5,5,1,1,1,1,5,1,1,5,5,1,1,2,5,4,1,4
125,4,5,1,4,4,4,5,1,4,4,2,1,5,2,4,4,5,5,3,4,3,1,2,5,2,2,4,2,5,4,4,4,5,2,4,3,1,4,1,4,4,3,4,4,2,2,2,1,2,2,3,4,4,1,2,4,4,1,1,4
126,2,5,1,4,2,1,5,1,4,4,1,1,5,2,4,5,1,5,4,2,3,1,1,4,3,4,5,1,4,2,5,5,5,4,3,4,1,5,1,3,2,2,5,5,2,1,1,1,1,4,4,5,5,1,2,4,4,1,1,4
127,4,5,1,5,2,4,5,2,5,3,1,2,5,1,4,2,5,5,2,2,5,1,1,5,2,1,2,1,5,4,2,5,5,2,4,2,2,5,1,3,4,4,5,4,2,4,1,1,5,2,1,5,5,1,3,5,3,1,1,4
128,2,2,2,5,4,3,4,3,4,4,5,4,4,1,4,4,4,3,2,2,3,4,2,5,4,4,2,2,4,2,3,2,3,2,2,3,3,5,1,3,2,5,4,5,2,2,4,3,4,4,3,3,4,1,4,2,2,3,2,4
129,5,5,1,5,1,4,5,1,3,4,1,1,5,1,4,1,1,5,1,5,4,1,1,5,1,1,2,1,5,3,1,5,5,2,5,2,1,5,1,4,5,5,5,4,1,4,1,1,4,2,1,5,5,1,3,4,5,1,2,3
130,2,3,2,3,3,4,5,4,2,5,2,4,4,4,4,2,2,3,4,4,1,2,4,2,4,3,1,1,2,2,4,3,2,4,5,2,1,3,5,2,3,4,3,4,1,4,2,2,3,4,4,5,3,4,3,4,2,1,2,4
131,3,5,1,4,2,5,5,5,5,5,1,5,5,1,5,1,1,5,4,3,4,2,4,5,5,5,1,1,4,3,3,2,4,5,5,2,5,4,2,4,2,5,5,1,1,5,1,1,1,5,3,4,5,1,4,5,1,1,5,5
132,1,5,4,1,4,3,5,4,4,4,3,1,5,5,2,5,1,5,5,1,1,2,5,3,5,5,5,3,1,4,5,5,3,5,1,2,2,5,4,3,2,2,4,1,4,1,1,3,1,4,5,5,5,5,5,3,5,4,5,2
133,3,4,1,3,1,4,5,1,4,5,4,3,5,2,4,4,2,5,4,5,3,1,2,4,2,2,3,1,4,1,4,4,5,4,5,3,1,5,3,4,3,3,4,4,2,2,1,1,2,1,4,5,5,3,2,2,4,1,2,4
134,3,3,1,5,3,2,4,2,4,3,3,4,3,1,4,2,2,3,1,2,3,4,3,5,3,3,4,2,5,3,3,4,3,1,2,3,4,4,3,3,2,3,4,4,4,3,1,3,4,3,4,4,3,2,3,2,2,3,1,3
135,1,4,1,3,3,1,4,1,4,5,4,1,4,4,4,5,3,5,5,2,1,1,1,5,3,1,4,4,3,4,3,5,3,2,4,5,1,2,4,2,5,1,5,4,1,1,4,1,2,1,5,4,4,1,1,4,4,2,2,5
136,5,4,2,5,3,4,5,2,5,4,2,1,5,1,4,2,2,4,1,3,4,1,1,5,2,1,4,2,5,2,2,4,4,1,4,2,4,5,1,4,4,3,5,5,3,4,2,2,5,4,1,5,5,1,2,4,4,3,1,4
137,2,5,4,2,1,3,5,2,3,5,4,2,2,5,4,5,1,4,5,5,1,1,4,2,3,4,5,2,2,1,5,4,2,5,5,2,2,5,5,5,2,4,4,2,1,2,2,2,1,1,5,5,4,5,1,2,2,4,5,5
138,2,2,3,3,3,3,3,3,2,2,2,3,3,3,4,3,3,2,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,4,2,3,2,3,3,2,3,3,2,2,4,3,2,2,3,2,3,3,2,3,2,3
139,5,5,1,5,1,5,5,1,5,5,1,2,4,1,5,4,1,5,4,5,5,1,3,5,1,4,4,2,4,1,4,5,5,4,5,1,4,5,2,5,4,4,5,4,1,5,1,1,4,2,1,5,5,1,1,5,4,4,2,5
140,4,5,2,2,4,1,5,2,3,3,4,1,4,4,1,2,1,5,3,1,2,1,4,4,5,4,5,1,4,4,1,5,4,4,3,3,1,4,4,3,2,1,4,4,4,4,1,1,3,3,2,5,4,4,4,4,4,1,4,1
141,2,5,2,4,1,2,4,3,3,5,2,2,4,2,4,5,1,3,2,5,2,1,2,4,3,2,5,3,3,1,5,4,4,3,5,3,2,4,3,4,3,4,5,3,1,2,1,2,3,4,4,5,4,3,2,3,5,1,3,4
142,2,3,3,4,4,5,4,2,4,4,3,4,5,2,3,4,3,3,4,4,4,2,2,3,1,3,2,3,5,4,4,4,3,2,5,2,4,4,4,4,2,4,4,4,4,2,4,3,2,1,2,4,4,4,3,2,2,4,2,2
143,4,5,1,5,2,4,5,2,5,5,2,1,5,1,5,5,5,5,4,5,4,1,2,4,1,1,5,1,5,2,5,5,5,4,5,2,1,5,1,4,5,2,5,5,2,2,1,1,5,2,2,5,5,1,2,4,4,1,1,4
144,4,4,2,4,2,3,4,2,5,5,2,1,5,4,4,4,1,5,4,5,3,1,2,4,2,2,5,2,4,1,4,4,4,2,5,2,4,5,4,4,4,2,4,4,1,2,2,1,4,1,2,4,5,4,2,4,5,2,1,4
145,4,5,1,5,1,2,5,1,5,5,1,1,5,1,5,3,5,3,2,5,2,1,1,5,1,1,3,1,5,1,4,5,4,1,5,2,1,5,1,5,5,3,5,5,1,4,1,1,5,1,1,5,5,1,1,5,3,1,1,5
146,2,5,4,4,1,5,5,4,4,4,1,1,5,2,4,5,1,4,4,5,5,2,4,5,2,2,5,4,4,1,4,4,4,2,5,1,2,4,1,2,5,2,5,4,1,2,1,2,4,1,2,5,4,1,1,5,4,4,2,4
147,1,5,3,1,1,1,5,2,2,5,4,1,4,2,4,5,1,5,4,5,1,1,4,3,2,3,5,4,3,1,4,5,4,5,5,1,1,3,4,4,3,1,4,3,1,1,1,2,1,1,3,5,3,4,3,3,5,2,1,3
148,3,3,1,5,3,4,4,1,3,4,4,2,4,1,3,3,2,4,2,2,3,1,2,5,1,1,3,1,4,2,3,4,4,1,3,2,2,4,1,4,4,2,4,4,2,3,2,1,5,1,2,4,4,1,3,2,2,2,1,3
149,4,4,2,4,1,4,5,1,4,5,2,2,5,1,5,2,1,5,2,4,4,2,2,5,1,2,4,1,5,1,2,4,5,2,4,2,2,5,2,4,4,2,5,5,2,4,2,1,4,2,2,5,5,2,1,5,4,2,2,5
150,3,5,1,4,3,3,5,1,4,5,2,1,3,2,4,3,4,4,3,4,2,1,1,5,3,4,4,3,4,3,3,4,4,2,4,3,1,4,2,4,4,3,4,4,2,3,2,1,4,3,4,4,4,2,3,3,4,1,3,4
151,4,5,2,4,4,3,5,2,4,4,2,2,5,2,1,3,1,4,2,1,2,1,4,4,3,2,4,4,5,4,4,5,3,3,3,3,1,3,1,3,3,2,5,5,2,2,1,1,2,4,4,5,4,2,4,3,3,1,1,2
152,1,4,1,4,2,1,5,5,4,5,4,2,4,1,4,4,4,4,1,5,2,2,5,1,2,5,5,3,5,4,5,4,1,4,4,4,4,1,4,4,1,5,1,5,1,2,1,4,1,1,5,5,3,4,2,1,1,4,1,1
153,5,4,4,1,1,4,5,2,4,5,1,4,4,5,4,1,2,4,4,5,4,4,4,2,1,2,2,2,2,1,1,4,4,4,4,4,1,4,1,5,5,2,2,4,2,5,1,2,2,1,2,5,4,1,1,5,2,1,5,4
154,1,5,2,2,5,2,5,4,1,1,4,2,5,2,1,5,1,4,4,1,1,1,2,2,1,5,2,1,2,1,5,5,4,5,1,2,1,4,5,5,1,5,5,2,5,1,1,1,1,1,5,4,5,5,5,1,1,1,4,1
155,2,4,4,2,2,1,4,4,1,5,2,4,4,4,2,5,4,4,5,5,1,4,5,1,1,5,5,4,1,2,5,4,2,5,4,5,4,2,4,4,2,4,4,2,4,1,2,2,1,2,4,4,2,4,1,2,4,4,4,2
156,2,4,2,2,2,4,4,1,2,4,4,4,5,4,4,4,2,5,4,4,4,2,4,4,2,2,2,2,2,1,2,4,5,4,4,3,4,5,4,4,2,5,5,4,2,2,4,2,2,2,1,4,5,4,2,2,1,4,3,4
157,5,4,1,4,1,4,4,1,5,5,1,4,5,1,5,4,2,5,3,5,3,4,1,5,1,1,2,2,4,1,4,4,5,2,5,4,4,5,2,5,5,3,5,4,1,3,3,1,4,4,4,4,5,1,1,5,3,3,2,5
158,2,5,1,4,2,2,5,1,5,5,2,1,5,2,5,5,5,5,2,5,4,1,1,5,2,1,5,1,5,1,5,5,5,4,5,2,1,5,1,5,5,2,5,5,1,2,1,1,2,4,4,5,5,2,2,4,5,1,1,5
159,4,5,2,4,1,4,5,2,4,5,3,4,5,3,5,4,2,4,4,5,4,1,3,4,2,1,4,4,5,1,3,4,4,3,5,2,3,4,2,4,4,4,5,3,2,4,3,2,3,1,3,5,4,2,2,4,3,2,2,5
160,1,5,4,3,1,1,5,1,5,5,3,2,4,3,5,5,1,3,3,5,1,2,2,4,1,1,5,3,4,1,5,5,2,4,5,3,1,4,4,5,2,3,4,4,1,1,1,4,2,1,5,5,5,4,1,3,4,3,3,5
161,5,5,1,5,4,5,5,2,5,3,1,1,5,2,3,4,1,5,2,4,5,1,1,5,3,3,5,1,5,3,2,5,5,2,3,2,1,5,3,2,4,1,5,5,3,4,1,1,1,3,1,5,5,2,3,5,4,2,1,3
162,4,5,1,3,4,3,4,1,5,4,2,3,5,3,3,1,1,4,3,4,3,1,2,5,2,3,3,3,4,3,1,5,4,3,3,3,4,3,3,3,4,5,4,2,3,4,3,3,3,3,4,3,4,1,3,3,3,4,4,3
163,4,5,2,3,4,4,5,2,3,3,2,1,5,3,4,5,4,4,3,5,4,2,2,4,4,2,4,1,4,2,4,3,4,2,5,4,2,5,2,4,5,2,5,4,2,2,2,2,3,2,3,4,5,3,4,4,4,2,2,4
164,4,3,4,3,4,4,2,3,4,3,4,3,4,4,3,4,3,4,3,3,3,4,2,3,4,3,3,3,4,2,3,3,4,2,3,3,3,2,3,4,3,4,3,2,3,3,3,3,2,3,4,3,4,3,3,4,4,2,3,3
165,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,1,5,5,1,4,5,1,1,5,1,1,5,1,5,1,1,5,5,1,4,1,1,5,1,5,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5
166,4,5,1,5,1,5,5,1,5,5,4,1,5,4,5,5,1,5,5,5,5,1,4,5,1,1,4,1,5,1,5,5,5,5,5,1,1,5,5,5,1,5,5,5,1,1,1,1,4,1,1,5,5,5,1,4,4,1,1,5
167,2,5,1,5,1,2,5,1,4,5,1,4,5,2,2,5,4,5,4,5,2,1,1,4,1,4,5,1,5,1,5,4,5,5,5,4,1,5,4,5,1,4,5,5,1,1,4,1,1,1,4,5,5,4,1,4,1,1,1,4
168,2,4,2,4,1,3,4,2,5,5,2,4,4,1,4,4,3,5,4,5,2,2,2,4,1,4,2,2,5,1,5,3,2,2,5,3,4,4,1,5,3,4,4,5,1,3,3,3,4,2,4,4,4,1,1,4,2,3,1,4
169,2,5,5,4,1,1,4,4,4,5,2,1,4,1,2,5,1,2,2,5,1,1,4,3,1,2,4,4,4,2,5,1,2,2,5,2,2,4,2,5,4,3,4,4,1,2,2,2,2,1,4,5,4,2,1,2,4,4,2,4
170,4,3,5,4,4,4,2,3,4,5,3,4,5,4,4,4,3,4,2,5,4,2,2,4,2,5,3,4,2,3,3,4,2,5,2,3,4,4,2,2,3,2,3,2,2,3,4,4,4,4,4,5,3,5,3,3,3,3,4,2
171,4,5,1,4,2,4,5,3,4,4,2,1,5,3,4,2,5,5,4,4,4,1,4,5,2,2,5,3,4,2,4,5,5,4,4,3,2,5,4,5,4,1,5,4,2,4,2,1,2,2,1,4,4,4,1,4,4,2,1,4
172,5,5,1,5,1,4,5,1,5,5,1,1,5,1,5,2,5,5,2,5,5,1,1,5,1,1,5,1,5,1,2,5,5,4,5,1,1,5,1,5,5,1,5,5,1,4,1,1,2,1,1,5,5,1,1,4,5,1,1,5
173,1,4,5,1,4,1,5,5,1,2,5,2,4,1,2,5,4,2,5,4,1,1,5,1,4,5,5,4,4,4,5,4,4,3,4,5,1,2,2,1,1,5,4,5,5,1,4,4,1,5,5,5,2,5,3,1,2,4,1,2
174,5,4,2,2,5,4,4,3,3,4,2,5,4,4,5,1,4,5,4,1,4,3,4,2,2,4,4,3,2,3,3,4,5,4,3,1,4,5,2,4,4,4,4,2,2,5,4,4,2,3,2,4,4,2,2,4,4,4,4,4
175,2,4,1,5,2,3,5,1,5,5,2,2,5,2,4,4,2,5,2,4,3,1,1,5,2,2,4,1,5,2,3,4,4,2,4,2,1,5,2,4,4,2,5,4,2,2,2,1,2,2,3,5,5,2,2,4,4,1,2,4
176,2,4,2,4,4,2,5,1,4,5,5,5,5,2,5,5,2,4,4,4,2,2,1,5,1,1,5,1,4,1,5,5,4,4,4,5,2,5,4,5,4,5,5,5,1,1,2,1,4,4,4,5,5,4,1,1,1,2,1,5
177,4,4,1,5,1,4,4,1,2,5,2,1,5,1,5,5,1,4,4,5,5,2,1,5,1,1,5,1,5,1,4,4,4,1,5,1,4,4,1,4,2,5,5,5,1,4,5,2,4,2,2,4,5,1,1,1,1,5,1,5
178,1,2,2,1,1,5,3,4,1,5,5,5,3,5,4,5,5,5,4,4,2,4,5,2,2,4,2,4,1,2,5,1,4,5,4,2,5,2,4,4,1,5,1,4,2,1,5,4,1,4,5,3,2,4,3,1,1,4,5,4
179,2,4,3,4,3,3,5,2,2,4,2,4,5,2,4,4,3,5,3,4,3,3,2,4,2,3,2,2,5,2,4,5,4,3,4,2,1,5,2,4,4,4,5,5,2,2,4,3,4,4,4,5,4,1,2,3,2,1,1,4
180,4,4,2,4,2,4,5,4,4,5,2,2,4,4,3,2,1,4,4,5,4,3,2,4,1,2,4,3,3,2,2,4,2,2,4,1,4,4,2,4,3,2,4,4,1,4,2,1,2,2,1,4,5,2,1,4,5,4,3,4
181,4,4,5,5,1,2,5,4,5,4,2,4,5,1,5,2,1,1,2,5,4,1,5,5,4,4,5,5,5,1,4,2,1,4,5,3,1,2,2,2,1,5,4,5,1,4,2,5,4,5,4,5,2,1,2,2,2,4,1,5
182,5,5,1,4,4,5,5,3,1,4,1,2,5,1,3,1,2,5,2,5,2,1,2,5,5,3,1,4,5,3,2,5,5,1,5,3,4,5,1,1,3,5,5,5,1,5,4,1,4,1,4,5,5,1,4,3,1,4,1,1
183,2,4,5,2,1,2,4,1,2,5,2,4,5,4,4,4,2,2,4,5,2,2,2,4,1,2,4,4,2,1,4,4,2,4,5,4,4,4,4,5,2,4,5,4,1,1,2,4,2,1,4,4,4,4,1,3,3,4,4,5
184,2,2,1,4,4,4,5,1,3,2,2,3,5,3,4,4,2,4,4,2,4,2,1,5,2,1,1,1,4,2,2,3,4,2,2,2,2,5,1,2,4,4,5,3,2,2,4,1,2,4,2,5,5,1,4,4,2,1,2,4
185,4,5,4,5,3,4,5,3,5,5,2,1,5,2,5,4,1,4,3,2,4,1,4,4,2,3,4,2,5,3,3,4,2,2,2,2,2,4,2,4,3,2,4,5,2,3,2,2,2,2,2,5,5,2,2,3,5,2,1,4
186,1,5,1,4,1,3,5,1,4,5,3,3,5,3,5,5,1,5,4,5,2,1,1,3,1,3,3,1,4,1,5,5,5,5,5,4,1,5,3,5,3,3,5,4,1,1,2,1,1,1,3,5,5,3,1,4,4,1,2,5
187,4,4,1,5,1,5,4,1,5,5,1,4,5,1,5,2,2,3,2,4,4,2,1,5,1,1,2,4,5,1,1,3,5,1,4,1,4,5,1,5,5,4,5,5,1,3,3,1,5,2,1,2,5,1,1,4,2,4,1,5
188,4,5,2,5,4,5,5,1,5,5,2,2,5,2,5,2,5,5,4,4,4,2,2,5,2,1,5,1,5,2,2,5,5,2,5,2,2,5,2,4,5,2,5,4,1,2,1,1,4,2,2,5,5,2,2,4,5,2,2,5
189,1,5,1,3,1,3,5,1,5,5,2,1,5,1,5,5,5,5,3,5,5,1,1,3,1,2,5,1,5,1,5,5,5,3,5,1,1,5,2,5,5,5,5,3,1,3,1,1,3,1,1,5,5,3,5,5,2,1,1,5
190,2,5,5,2,2,4,4,4,1,5,2,2,2,4,4,4,1,5,5,4,5,1,4,1,2,4,2,4,2,2,4,5,5,5,4,2,2,5,5,5,4,5,2,2,1,4,2,2,2,5,1,4,5,5,2,4,4,4,4,4
191,2,5,2,3,1,2,5,4,4,5,2,1,4,2,3,4,1,4,3,5,2,2,4,2,2,2,4,2,4,2,4,5,4,5,5,4,1,3,3,4,3,4,4,3,2,3,1,2,2,1,4,4,4,3,2,3,4,2,3,2
192,4,5,1,5,1,1,5,2,5,5,1,1,5,1,5,5,1,4,1,5,1,1,1,5,1,4,5,1,5,1,5,5,4,1,5,4,1,5,1,5,4,1,5,5,1,2,1,1,5,1,4,5,5,1,1,5,4,1,1,5
193,4,5,2,4,1,3,5,3,3,5,2,4,5,3,4,4,1,4,3,5,2,3,2,4,2,2,4,4,4,2,4,5,4,2,5,3,4,5,3,4,3,2,5,4,2,3,2,2,5,1,4,5,4,4,2,2,4,2,2,4
194,1,4,2,4,1,2,4,2,2,5,4,1,5,1,5,5,1,4,2,5,1,1,1,5,2,2,5,2,4,1,5,4,4,1,5,4,4,4,2,4,4,4,4,4,1,1,2,1,4,1,4,4,5,2,2,2,2,2,1,4
195,5,4,1,5,5,4,5,1,5,3,1,2,5,1,3,1,1,4,1,1,4,1,1,5,4,1,5,1,5,4,1,4,4,2,2,3,2,5,1,4,5,2,5,5,3,5,1,1,5,5,2,5,5,1,1,4,4,1,1,5
196,4,4,2,3,1,4,4,2,4,4,4,2,5,1,5,5,5,5,4,5,3,1,2,4,2,3,4,2,4,1,1,5,4,2,5,4,1,4,1,5,5,4,5,5,1,4,1,1,3,1,3,5,5,1,1,4,4,1,3,5
197,2,5,4,2,2,1,5,4,2,4,2,1,2,4,4,2,1,4,4,5,2,1,5,2,5,4,4,4,2,2,4,5,2,5,5,4,2,2,4,2,2,2,2,2,4,2,1,4,2,2,2,5,2,4,2,2,5,2,2,2
198,4,5,2,5,2,4,5,2,3,5,1,4,5,1,5,2,1,4,4,4,4,1,1,5,4,1,1,1,5,1,4,5,2,4,4,1,1,5,1,3,5,5,5,5,1,4,2,4,5,2,3,5,5,1,4,5,2,1,1,5
199,4,4,4,2,1,4,4,2,2,5,1,4,4,4,4,2,2,2,4,5,4,4,4,2,1,2,4,4,2,1,4,1,4,5,5,2,4,4,2,4,4,4,4,4,2,5,2,1,1,1,2,4,4,1,1,4,2,4,2,4
200,2,5,5,1,4,2,5,4,1,5,1,3,4,5,5,4,1,1,5,5,1,1,5,1,1,5,4,4,1,5,5,5,1,5,5,3,3,2,5,5,1,4,4,1,1,2,1,4,1,1,4,3,4,5,1,3,4,3,5,4
201,3,1,3,1,4,5,5,3,1,5,3,3,3,3,4,3,4,5,5,1,5,1,4,3,2,2,1,4,2,3,4,3,3,5,3,3,4,5,4,4,3,4,4,3,4,3,5,3,1,5,1,3,4,5,2,3,2,1,3,3
202,1,5,1,5,1,1,5,1,5,5,2,1,5,1,3,5,1,5,1,5,1,1,1,5,4,3,3,1,5,1,5,5,5,2,5,4,1,5,1,2,3,2,5,5,1,1,1,1,2,1,4,5,5,1,3,4,5,1,1,3
203,5,5,4,4,3,1,5,1,5,3,2,1,5,1,4,1,5,3,2,3,1,1,2,4,5,1,5,1,5,2,1,5,4,1,4,2,3,4,1,1,5,4,5,4,1,5,1,1,5,1,3,5,4,1,3,3,3,1,1,1
204,2,5,4,4,1,2,5,2,5,2,2,1,4,1,4,4,5,2,2,5,1,1,1,4,1,4,4,1,5,1,4,4,4,2,5,3,1,4,2,4,2,2,4,4,1,2,1,1,4,1,4,5,5,2,3,4,4,1,1,4
205,1,3,2,3,2,4,4,2,2,4,4,4,4,5,4,5,2,5,5,4,2,2,4,2,2,2,4,2,2,4,5,4,4,4,4,3,4,4,4,4,2,5,4,3,4,1,3,1,2,1,4,4,5,4,2,2,2,3,4,2
206,5,5,3,4,2,5,5,3,3,5,1,4,5,3,4,4,1,5,5,4,4,1,1,3,3,4,1,2,4,2,3,4,5,4,5,1,3,5,2,3,4,5,5,5,1,5,3,1,2,1,4,5,3,3,3,5,5,1,1,5
207,3,2,4,1,1,1,5,2,4,5,1,3,5,1,5,3,5,3,4,5,1,1,1,5,1,3,3,1,5,1,4,4,2,5,5,5,1,5,1,5,5,5,5,5,1,3,5,3,1,1,5,5,5,1,1,5,1,2,1,5
208,5,5,1,2,4,2,5,2,4,5,2,2,4,4,4,2,1,4,4,4,2,1,2,4,3,3,4,2,3,2,2,5,4,4,2,4,1,4,2,4,4,5,5,4,1,5,2,1,2,5,3,5,5,1,2,5,4,2,2,4
209,1,4,3,3,5,1,4,3,3,4,3,3,4,3,4,5,4,4,3,1,1,1,5,3,3,1,4,3,4,4,5,3,3,4,2,4,3,3,3,3,2,4,4,4,3,1,3,2,1,5,3,5,3,3,5,3,3,2,4,1
210,5,5,2,2,2,4,5,5,4,2,5,2,4,5,5,4,2,4,4,5,4,1,5,4,1,4,5,3,2,1,4,5,4,4,5,3,1,3,4,5,1,3,4,4,4,3,2,2,2,5,2,5,3,5,1,2,5,3,2,5
211,4,5,4,2,3,4,5,2,2,3,2,2,5,2,2,4,1,5,5,4,4,1,4,2,4,2,3,4,2,2,4,5,4,5,3,3,2,4,2,3,4,4,5,3,3,4,2,2,1,2,3,5,5,2,3,4,3,3,4,3
212,4,5,4,4,1,2,5,5,3,4,5,4,4,5,4,3,2,2,4,5,3,2,4,1,1,2,5,5,2,1,3,4,3,5,5,2,1,3,5,5,3,4,4,4,1,4,1,2,1,1,3,5,2,5,1,2,4,4,4,5
213,2,4,4,4,1,2,4,2,3,4,3,2,4,3,4,4,3,4,3,4,2,2,3,4,2,2,3,3,4,2,5,4,2,3,4,3,2,5,3,4,4,4,4,4,2,2,4,4,4,2,3,4,3,3,3,4,4,3,3,3
214,2,5,1,4,1,4,4,1,4,4,1,1,4,1,4,4,1,4,1,4,3,1,1,4,1,1,4,1,4,1,4,4,4,1,4,3,1,5,1,4,4,4,4,4,1,1,1,1,1,1,3,5,5,1,1,4,4,1,4,4
215,1,5,1,4,2,1,5,2,4,5,2,4,5,2,4,4,1,5,4,5,1,2,1,4,1,4,4,2,4,1,4,4,5,1,5,3,1,5,2,2,2,4,5,4,4,2,2,1,2,1,5,5,5,2,3,2,4,1,1,4
216,4,4,5,4,1,4,4,2,4,4,2,3,5,2,3,2,3,4,4,1,4,2,2,4,3,2,2,2,4,4,2,4,4,2,2,2,3,4,2,2,4,4,5,4,3,4,2,2,4,3,2,4,4,2,2,3,3,4,2,3
217,5,5,2,4,1,3,5,1,4,5,1,2,5,2,5,3,1,4,5,5,3,1,2,5,1,1,4,2,3,1,5,5,4,4,5,3,2,5,4,3,5,2,5,4,1,5,1,1,2,1,3,5,5,2,1,5,4,1,2,5
218,4,2,4,4,2,4,4,4,2,4,2,5,2,4,5,4,5,4,4,5,4,5,2,4,1,4,2,4,2,2,4,1,2,2,4,2,4,4,4,4,2,4,5,4,4,2,5,4,4,2,2,4,5,4,1,5,1,4,2,4
