ID,E1,A2,C3R,N4R,O5R,E6,A7,C8R,N9R,O10,E11R,A12R,C13,N14,O15,E16R,A17R,C18,N19,O20,E21,A22R,C23R,N24R,O25R,E26R,A27,C28R,N29R,O30R,E31R,A32,C33,N34,O35,E36R,A37R,C38,N39,O40,E41,A42R,C43,N44R,O45R,E46,A47R,C48R,N49R,O50R,E51R,A52,C53,N54,O55R,E56,A57,C58R,N59,O60
1291,5,5,1,5,4,5,5,1,5,5,1,5,5,2,5,5,4,5,5,5,5,3,4,5,1,1,4,1,5,1,2,5,5,4,5,1,3,5,4,5,5,5,5,4,1,5,4,1,1,1,1,5,5,4,1,5,2,1,5,5
1292,3,5,4,4,2,4,5,3,4,4,2,2,4,3,4,4,2,3,4,5,2,2,4,4,1,3,4,4,4,2,4,5,2,3,5,4,1,4,2,5,3,2,3,4,2,2,1,3,2,1,5,4,3,3,1,2,4,4,2,4
1293,4,5,1,5,1,1,5,1,5,5,2,1,5,1,5,2,1,5,1,5,2,1,1,5,1,1,5,1,5,2,4,5,5,1,5,2,1,5,1,5,4,1,5,5,1,4,1,1,5,1,2,5,5,1,2,4,5,1,1,4
1294,5,5,1,2,5,1,5,1,2,5,1,2,5,1,4,5,5,5,4,5,2,4,2,5,3,2,5,4,2,1,5,5,5,3,5,4,2,5,1,4,4,4,5,3,2,1,1,1,2,2,5,5,3,1,4,5,3,5,5,4
1295,5,5,1,4,1,2,5,2,4,5,1,1,5,2,4,1,1,4,2,5,2,2,1,4,1,2,5,1,4,1,1,5,4,1,5,1,1,5,4,4,4,1,5,4,1,5,1,1,2,1,2,5,5,4,1,5,5,1,4,4
1296,2,5,3,3,1,3,3,3,3,4,3,3,3,3,4,4,1,3,3,5,3,3,5,2,2,3,3,3,3,1,4,3,3,3,5,3,3,3,5,4,2,3,3,3,2,2,4,1,3,3,3,3,3,5,1,3,2,3,3,4
1297,2,5,5,4,1,2,5,4,1,5,5,2,4,1,5,5,1,1,5,5,3,1,4,5,1,4,5,5,2,1,5,5,1,4,5,3,1,4,2,5,1,3,4,5,1,1,1,4,1,4,4,5,5,2,1,4,3,4,2,4
1298,4,5,2,5,2,4,5,1,4,5,1,1,5,1,4,3,1,4,2,4,3,1,1,5,3,1,5,4,5,1,4,5,5,1,4,2,1,5,1,5,5,2,5,5,1,5,1,1,4,1,2,5,5,1,1,5,5,1,1,4
1299,4,5,3,5,3,5,5,3,4,5,1,3,3,3,5,3,2,3,3,5,5,2,3,5,2,3,1,3,4,1,3,3,3,3,4,1,3,4,1,4,3,4,5,5,1,4,3,2,4,3,3,5,4,1,4,3,1,1,3,4
1300,4,5,1,4,1,2,5,2,4,5,2,1,5,2,3,4,5,5,4,5,2,1,2,5,4,2,5,1,4,1,4,5,5,3,5,4,1,4,2,1,2,3,5,4,2,4,1,1,2,2,4,5,5,2,5,3,5,1,2,2
1301,1,1,4,2,2,2,4,4,2,5,4,4,4,4,5,5,5,5,3,4,2,2,4,2,1,4,1,4,2,1,5,3,4,4,4,5,2,3,4,5,1,5,4,3,1,1,4,3,2,4,2,4,2,4,2,1,1,4,3,5
1302,2,5,4,2,2,2,5,4,2,4,1,4,4,5,4,4,1,3,4,4,2,2,4,4,2,2,3,4,2,2,5,2,2,5,4,3,2,4,4,5,4,2,4,2,2,2,1,4,1,2,4,4,4,4,2,4,4,2,5,4
1303,4,4,1,5,4,4,5,3,4,4,3,3,4,2,4,2,3,4,2,4,4,2,2,4,2,2,4,3,4,3,2,4,4,3,3,2,2,4,2,3,3,2,4,4,3,3,2,2,3,3,2,4,5,2,3,3,4,3,2,4
1304,3,4,5,4,1,1,4,2,4,5,3,5,4,4,4,3,2,2,2,5,1,3,4,5,1,1,4,3,3,1,2,3,1,2,5,3,1,2,3,4,1,4,4,3,1,1,3,4,3,1,4,4,4,4,1,1,3,3,3,4
1305,3,4,2,3,2,3,5,3,4,4,2,1,4,3,5,4,1,5,3,5,4,1,3,5,3,2,4,3,3,2,4,4,4,4,5,3,1,4,1,4,4,3,5,4,2,4,4,1,3,3,2,5,5,1,2,3,4,2,2,4
1306,2,4,2,4,1,2,4,4,4,4,2,4,2,3,4,4,4,3,3,4,2,3,4,3,2,4,4,4,4,2,4,4,4,2,4,3,3,3,3,4,2,4,2,4,2,2,4,2,4,2,4,4,3,3,2,3,2,4,2,4
1307,4,5,2,5,1,2,5,2,5,5,2,1,5,1,5,4,1,2,1,5,1,1,1,5,1,2,5,1,5,1,4,5,4,1,5,3,1,5,1,5,3,1,5,5,1,2,1,2,5,1,2,5,5,1,1,4,5,1,1,5
1308,1,5,2,5,3,2,5,1,4,4,4,4,5,4,3,5,3,4,4,4,3,1,2,3,2,2,5,2,5,2,5,4,4,4,3,4,1,5,1,1,2,2,5,4,2,1,1,2,2,4,2,5,4,1,2,1,2,3,1,3
1309,1,5,2,1,2,1,5,4,1,5,2,2,4,5,4,4,1,4,4,5,2,2,4,1,2,5,4,2,1,2,4,4,4,5,5,4,2,4,5,5,2,2,4,1,2,4,4,2,1,1,2,5,4,5,2,2,4,2,5,2
1310,1,5,3,1,2,1,5,3,1,5,3,2,5,4,3,5,1,5,5,4,1,1,2,5,2,3,1,2,4,1,5,4,4,5,5,5,4,5,3,4,1,5,5,5,2,1,2,3,1,1,5,5,5,1,2,1,1,1,4,3
1311,4,4,2,4,3,4,3,4,2,4,4,2,4,3,2,1,4,5,4,4,5,4,3,4,3,4,3,2,4,3,4,3,4,2,4,4,2,4,3,5,4,5,4,4,3,3,4,4,3,2,4,3,3,2,4,4,3,4,2,4
1312,5,5,5,4,2,3,5,4,4,5,4,4,5,2,5,3,1,3,3,4,3,1,4,4,2,4,2,2,4,1,4,4,2,5,4,2,2,4,1,4,3,5,4,4,1,4,1,3,2,2,2,4,3,1,4,3,3,2,2,4
1313,1,4,3,5,4,4,5,2,4,4,4,4,4,2,4,5,2,4,3,2,4,2,2,4,4,4,4,2,5,2,5,4,4,3,2,2,2,4,4,3,4,4,5,5,3,2,2,3,4,3,2,5,4,4,4,4,4,2,2,4
1314,4,4,3,5,5,3,4,2,4,4,4,2,4,1,4,4,2,4,1,1,3,1,2,3,2,2,4,2,5,2,4,4,3,1,1,2,2,4,1,4,2,4,4,4,2,2,1,3,5,5,2,4,4,1,2,4,4,2,1,4
1315,5,5,3,2,5,3,5,1,2,4,2,2,5,2,4,1,1,4,4,3,3,1,2,5,4,4,4,2,4,4,1,5,3,4,2,3,1,5,4,4,4,4,5,5,2,5,1,1,2,5,2,5,5,1,4,4,2,1,2,4
1316,1,5,4,4,3,4,4,2,4,4,4,4,5,4,3,5,2,4,4,4,4,2,5,4,2,1,4,4,4,3,5,4,3,4,4,2,4,4,4,5,5,4,5,4,1,2,4,2,4,3,4,5,2,4,3,4,4,4,4,3
1317,3,3,4,5,2,3,5,2,4,5,2,3,5,1,5,4,3,3,2,4,3,1,4,4,2,4,3,2,5,2,4,4,2,1,4,2,3,4,1,4,3,4,5,5,2,3,3,1,5,3,3,5,4,1,2,4,2,1,1,5
1318,4,4,5,1,1,1,4,4,2,4,3,3,3,5,4,3,1,3,4,5,1,1,5,2,3,4,4,5,2,1,3,4,1,5,5,3,1,3,5,4,2,3,4,1,1,4,1,5,2,3,5,4,3,5,3,4,4,2,4,5
1319,5,4,3,5,1,4,5,1,5,5,2,1,5,1,5,2,4,5,3,5,5,2,2,5,1,4,2,1,5,1,1,5,3,1,5,2,1,5,1,5,3,4,5,5,1,2,1,3,5,1,2,5,5,1,1,3,2,1,1,5
1320,2,3,5,2,2,3,4,4,2,4,1,4,3,4,5,4,3,4,4,4,2,3,4,4,2,4,2,5,2,2,4,3,3,4,4,3,3,4,2,4,2,4,2,2,2,3,3,4,4,4,4,4,2,2,4,4,2,5,4,4
1321,2,5,3,1,2,3,4,2,2,3,4,3,3,3,3,4,2,2,4,2,2,2,3,3,3,3,3,3,2,3,4,3,2,5,3,3,2,2,4,3,3,4,4,3,3,2,2,2,1,3,4,4,4,4,3,3,3,4,3,3
1322,3,5,1,4,2,2,5,1,4,4,2,2,5,1,5,5,1,5,5,5,3,1,2,5,2,2,5,1,5,2,5,5,5,4,5,4,2,5,2,4,4,2,5,5,2,3,2,1,2,2,3,5,5,2,2,4,4,2,1,4
1323,5,4,5,4,3,5,4,1,5,5,1,4,5,1,4,1,2,4,3,5,4,4,5,5,1,2,4,4,4,3,1,3,3,2,5,1,4,5,1,5,4,5,5,5,1,5,2,4,2,1,2,4,4,1,1,5,2,4,2,4
1324,3,3,1,3,1,5,5,1,5,5,1,3,5,4,4,5,4,4,4,5,5,1,1,5,2,3,1,1,2,1,4,3,5,1,5,1,3,5,1,5,5,4,5,1,1,1,3,1,1,2,5,5,4,1,1,4,5,1,3,5
1325,4,4,2,4,2,4,4,2,4,4,2,2,4,2,4,2,2,3,2,4,4,2,2,4,2,2,4,2,4,2,2,4,3,2,4,2,2,4,2,4,4,3,4,4,2,4,2,2,3,2,2,4,4,2,2,4,4,2,2,4
1326,1,4,2,3,2,2,5,3,2,3,3,4,5,4,5,4,2,4,4,5,1,1,1,5,4,5,4,2,3,1,5,3,4,4,5,2,2,5,3,3,3,4,5,5,1,1,2,1,2,1,4,5,5,3,3,3,1,3,2,5
1327,2,5,1,5,3,3,5,1,5,4,2,1,5,1,4,5,1,4,1,4,3,1,1,5,1,3,5,1,5,2,5,5,4,2,4,3,1,5,1,4,3,1,5,5,1,2,1,1,4,1,3,5,5,1,1,4,5,1,1,4
1328,4,4,3,3,1,3,5,3,4,5,2,4,5,3,3,2,2,4,4,5,4,2,4,2,2,2,4,4,4,1,3,4,3,3,5,2,2,3,3,4,3,4,4,4,1,3,4,2,2,1,2,4,3,4,1,4,3,2,2,3
1329,4,5,1,1,2,4,5,2,1,5,2,5,5,4,4,2,1,5,5,5,5,4,2,4,1,4,1,2,2,2,2,5,5,5,5,2,2,5,5,5,1,5,5,3,4,4,1,1,1,2,1,5,5,5,1,3,1,1,4,4
1330,1,4,1,2,4,1,4,1,2,3,1,4,4,3,4,3,1,5,4,4,1,2,2,2,5,4,4,3,2,5,5,4,5,5,3,5,2,5,3,2,1,4,5,1,2,2,3,1,1,5,4,5,5,2,4,2,4,3,4,2
1331,1,4,3,5,1,4,5,2,4,5,3,2,5,1,5,4,2,5,2,4,4,2,3,5,1,3,4,1,5,1,4,5,5,3,4,1,2,5,2,5,3,2,5,5,1,3,1,1,4,2,2,5,5,2,1,2,4,3,1,5
1332,4,5,2,2,1,3,5,3,4,5,2,4,4,2,4,2,1,3,4,5,3,2,3,4,1,4,5,3,2,1,3,4,4,5,5,4,1,4,4,5,2,4,4,3,1,3,2,2,2,1,2,5,4,4,1,3,3,2,4,4
1333,2,4,1,4,5,2,4,1,5,5,4,4,5,4,5,5,4,5,5,5,3,4,1,4,1,1,5,2,2,1,4,4,3,4,5,4,4,5,5,5,3,4,4,3,1,1,5,2,1,1,3,5,5,4,1,4,4,5,4,5
1334,4,5,1,4,4,5,5,1,5,4,4,3,5,4,4,3,1,5,3,5,5,1,4,3,4,5,5,1,3,1,4,5,5,4,5,3,1,5,4,5,2,5,5,4,1,2,1,1,2,1,4,5,5,4,3,4,3,1,3,4
1335,4,5,1,4,2,5,5,2,4,5,2,2,5,2,5,4,5,5,2,4,5,2,1,5,1,2,4,2,4,1,2,4,5,2,4,4,2,5,2,5,4,4,5,4,1,4,2,1,4,4,2,5,5,2,4,4,4,1,2,5
1336,2,4,4,5,2,2,5,4,2,5,4,1,3,2,5,5,1,3,4,4,1,1,4,3,1,4,4,3,5,1,5,4,3,3,4,4,1,4,5,5,2,4,3,4,1,1,2,3,3,2,4,5,4,5,2,2,2,4,3,5
1337,1,5,3,4,1,1,5,3,5,5,2,2,3,2,4,5,1,4,5,5,1,1,4,4,1,5,5,1,3,1,5,5,4,5,5,4,2,4,1,5,1,2,3,4,1,1,2,2,1,1,5,5,5,1,1,2,5,1,1,5
1338,3,2,1,5,2,5,4,1,4,5,2,3,4,1,4,2,4,5,4,4,4,2,2,4,4,1,2,1,5,1,2,4,4,1,5,4,5,4,2,1,5,4,5,5,2,4,4,1,4,1,1,5,5,1,2,4,2,2,1,4
1339,2,4,4,2,4,1,4,3,2,5,2,4,4,4,5,5,4,4,4,5,1,2,5,2,4,2,2,4,2,1,5,3,2,5,5,4,2,5,4,5,4,4,4,2,1,3,4,5,1,3,4,4,5,4,4,4,2,1,4,5
1340,2,5,2,1,2,4,4,2,2,4,3,4,4,5,4,5,2,4,5,4,2,3,2,2,2,2,3,2,1,2,5,2,4,5,4,3,4,4,5,5,2,4,4,1,4,2,3,2,1,2,4,3,4,5,2,2,1,3,5,3
1341,2,5,4,5,1,1,5,4,5,5,1,3,5,1,5,5,1,3,1,5,1,1,1,5,1,1,5,4,5,1,4,5,3,2,5,3,1,4,2,5,4,1,5,4,1,4,1,2,3,1,4,5,5,1,1,4,5,2,1,5
1342,1,4,4,3,2,2,4,3,4,5,2,3,4,4,4,5,2,4,4,4,1,2,4,3,2,2,4,2,2,2,5,4,2,4,4,2,3,2,4,4,3,4,4,2,1,1,2,2,4,4,2,4,4,4,2,2,2,2,4,4
1343,5,5,4,4,1,4,5,4,4,5,1,4,4,4,4,1,1,4,1,5,2,4,2,5,1,2,4,2,4,1,1,4,2,1,5,4,4,4,4,5,5,2,3,4,1,5,2,1,5,1,4,4,4,4,1,5,4,4,2,3
1344,2,2,4,1,1,2,2,4,1,5,5,2,4,4,4,5,2,4,5,5,1,1,5,1,1,2,2,4,1,1,5,2,4,5,5,5,4,4,5,2,1,4,4,4,2,2,4,4,1,2,5,4,4,5,2,1,4,4,5,5
1345,2,3,2,4,2,4,4,3,4,4,2,2,4,2,4,4,3,4,4,3,4,2,3,4,3,2,4,4,4,2,2,4,4,2,4,2,2,4,3,4,2,4,3,4,1,1,3,2,2,2,2,4,4,1,2,3,2,3,2,4
1346,4,4,3,4,2,3,5,4,3,3,2,3,4,3,3,3,4,2,3,3,4,2,3,2,4,3,4,2,4,3,4,2,3,4,1,3,4,3,2,4,4,3,4,2,3,4,3,2,3,3,4,2,3,2,2,4,3,4,2,4
1347,5,5,1,5,1,5,5,2,5,5,3,1,5,1,5,3,1,4,1,5,5,1,1,5,1,2,5,1,5,1,3,5,5,2,5,2,1,5,1,5,5,1,5,5,1,3,1,1,4,1,3,5,5,1,1,5,5,1,1,5
1348,1,5,2,2,3,1,5,2,4,4,2,1,4,5,4,5,1,4,4,3,1,1,2,1,2,3,4,2,1,2,5,5,4,5,4,4,1,4,4,4,3,1,4,3,2,2,2,2,2,4,5,5,5,4,2,3,5,3,4,4
1349,2,5,5,3,2,1,5,4,4,5,3,3,3,4,4,3,1,4,4,5,1,2,5,3,1,3,5,3,4,1,4,5,1,3,4,3,1,4,3,5,3,3,2,4,1,4,2,4,2,3,4,5,3,2,1,2,3,4,4,4
1350,1,5,1,1,5,2,5,1,3,1,3,1,4,1,5,1,5,5,3,5,1,1,1,5,2,1,5,3,3,2,3,1,5,1,5,1,1,5,3,4,5,2,2,5,1,5,1,1,3,1,1,5,5,1,3,5,5,1,1,5
1351,5,5,1,5,1,5,5,1,4,5,5,2,5,1,5,1,2,5,2,4,5,1,2,5,1,1,5,1,4,1,1,4,5,4,5,1,1,5,1,5,5,1,5,5,1,5,1,1,5,1,1,5,5,1,2,5,5,1,1,5
1352,2,5,1,3,1,2,4,1,4,5,1,4,4,2,4,5,2,4,2,4,2,2,4,4,1,1,4,2,3,1,5,4,5,4,5,4,4,5,2,5,2,4,4,4,2,2,3,1,1,1,3,5,5,2,2,2,1,4,2,3
1353,4,3,4,4,1,3,4,4,4,5,2,3,4,1,5,3,3,3,1,5,2,1,4,4,2,2,3,4,4,1,4,3,3,3,4,2,1,3,1,4,4,4,4,5,1,4,2,1,2,4,5,3,3,1,1,3,3,4,1,5
1354,3,4,2,3,2,4,4,3,3,5,3,4,4,4,4,2,2,3,4,4,3,2,3,3,2,3,3,3,4,2,3,2,4,5,5,3,2,4,3,4,3,4,4,4,2,4,1,2,2,2,4,4,4,3,2,2,2,2,4,3
1355,2,5,2,3,2,1,5,2,2,4,2,2,5,3,4,5,2,4,3,5,2,2,4,4,2,3,4,4,3,1,5,4,3,4,5,3,2,4,3,4,1,4,4,3,2,1,1,1,2,1,5,4,4,4,3,3,4,4,3,4
1356,2,4,1,4,4,4,5,1,4,3,2,4,5,3,4,4,4,5,4,2,5,2,1,5,3,2,2,1,4,4,4,5,5,3,2,4,1,5,2,4,3,4,5,5,3,2,4,1,3,4,1,5,5,3,4,4,2,1,3,3
1357,5,5,1,4,1,4,4,1,4,4,4,5,5,4,4,4,1,4,4,1,5,2,1,4,2,2,4,1,5,2,2,4,4,2,2,2,1,4,3,4,5,4,5,4,5,4,1,1,2,1,1,5,5,2,4,5,5,2,3,4
1358,2,3,5,3,1,1,4,2,4,5,1,3,3,2,4,4,1,1,4,5,1,1,4,2,1,4,3,4,3,1,4,3,1,1,5,2,1,1,1,5,2,1,3,4,2,4,1,4,3,2,2,4,4,1,1,4,2,5,2,4
1359,5,5,1,5,5,5,5,1,5,5,5,1,5,1,5,3,5,3,2,4,4,1,1,5,4,1,5,1,5,3,1,5,5,1,5,4,3,4,1,5,5,1,4,5,4,4,1,1,1,1,4,3,5,1,4,5,5,1,1,5
1360,4,4,1,5,4,2,5,1,5,5,4,2,5,1,4,2,2,5,1,2,4,1,1,5,2,1,5,1,5,3,2,4,4,1,4,2,2,5,1,4,5,1,5,5,2,3,2,2,1,5,2,4,5,1,5,5,5,1,1,4
1361,3,4,4,4,3,5,5,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,2,2,3,2,2,3,3,4,3,3,4,3,4,3,2,3,3,3,3,3,3,3,4,3,2,4,3,3,3,2,3,3,3,2,3,3
1362,1,1,5,2,1,2,4,4,4,5,4,5,1,4,5,5,5,2,4,5,2,1,5,5,1,1,2,5,4,1,5,1,1,5,5,1,5,2,5,5,1,5,1,4,1,1,5,2,1,2,4,5,2,5,1,1,1,5,2,5
1363,4,5,3,4,5,5,3,4,5,3,4,5,3,2,4,4,3,4,4,5,3,4,4,5,5,4,3,4,3,4,4,5,3,3,5,3,4,4,4,3,5,4,4,3,5,4,5,4,3,5,4,4,5,3,4,5,4,5,5,4
1364,5,5,4,4,2,4,5,2,5,5,2,1,5,1,4,1,4,3,2,5,3,2,2,4,1,1,4,3,3,1,3,4,3,2,5,2,1,4,3,3,4,2,4,4,1,3,1,1,2,1,3,5,5,1,1,4,5,4,3,4
1365,5,5,2,5,4,5,5,1,5,5,4,1,5,1,5,1,1,5,2,5,4,1,1,5,1,1,5,1,5,4,1,5,5,1,5,1,1,5,1,5,5,1,5,5,1,1,1,1,1,2,4,5,5,1,1,5,5,1,1,5
1366,1,3,2,1,4,1,5,4,3,5,5,5,2,5,3,5,3,5,5,5,1,2,5,1,1,5,4,4,1,3,5,4,5,5,4,5,2,3,5,5,1,5,3,2,1,1,3,1,1,2,5,5,3,5,2,1,1,4,5,3
1367,3,4,3,4,2,4,5,4,5,5,1,1,4,1,4,5,1,3,1,5,2,1,2,4,3,3,4,3,5,2,5,4,3,2,5,2,1,4,1,4,4,1,4,5,1,3,1,2,4,2,3,4,4,2,2,4,4,4,1,4
1368,5,4,4,2,4,4,4,4,4,4,2,4,5,2,4,1,2,3,2,4,4,2,3,5,2,1,2,2,4,2,1,5,2,1,4,2,4,4,2,4,4,5,5,4,2,5,4,2,2,2,4,5,5,1,2,4,2,4,2,4
1369,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,5,5,1,3,1,4,2,5,3,5,5,4,4,5,3,5,4,5,3,5,4,3,4,3,4,4,3,5,3,4,4,5,4,3,4
1370,2,2,3,5,4,1,5,4,4,5,4,3,4,2,5,5,4,5,2,3,1,1,4,4,4,4,4,4,4,3,4,4,3,2,3,4,2,4,2,3,2,2,4,4,2,2,3,2,4,3,5,5,4,2,4,1,4,2,2,4
1371,1,5,5,2,2,2,5,4,4,5,3,2,4,2,3,5,1,4,3,5,2,1,4,4,2,4,5,4,4,2,5,4,2,4,5,4,3,4,4,5,1,5,5,5,3,2,4,3,3,4,5,5,5,4,4,1,4,5,2,4
1372,1,5,4,5,1,1,5,4,4,5,4,1,4,5,3,5,1,4,4,5,1,1,4,3,2,4,5,4,5,2,5,5,4,5,5,5,1,4,5,4,2,5,5,2,2,1,2,2,2,2,4,5,5,4,4,2,4,4,4,2
1373,4,5,1,5,5,1,5,1,5,3,5,5,5,5,4,5,5,4,2,5,5,1,5,4,1,2,5,1,5,3,4,4,5,1,5,1,1,4,1,1,5,1,5,5,2,1,1,1,1,1,4,5,5,2,1,5,5,1,1,5
1374,4,2,5,5,1,5,4,4,5,5,4,4,5,1,5,4,4,5,1,1,4,5,4,5,1,4,1,5,5,1,4,2,2,1,1,1,5,5,1,4,2,5,5,5,1,1,5,4,5,5,1,4,5,1,4,2,1,5,1,4
1375,3,5,4,3,4,3,5,4,4,4,2,4,4,4,3,4,1,5,4,4,2,2,4,4,4,5,4,4,4,4,4,5,4,4,3,4,2,4,3,4,3,4,5,4,4,3,1,3,3,4,4,5,4,1,4,4,4,4,2,3
1376,4,5,2,2,2,2,5,2,2,4,4,2,5,4,2,2,5,5,4,4,5,2,2,2,3,3,5,2,2,3,4,5,5,5,4,4,2,5,5,4,2,3,5,4,1,3,1,2,1,2,2,4,4,4,3,4,3,1,2,3
1377,4,4,3,4,1,5,5,4,4,5,4,4,5,4,5,5,2,4,4,5,5,1,4,4,1,1,2,4,4,1,5,5,2,5,5,2,4,4,4,5,2,5,5,5,1,2,4,1,1,1,2,5,4,5,1,2,1,4,1,5
1378,2,5,4,2,1,2,5,4,3,5,4,2,4,4,5,5,1,4,4,4,2,1,5,4,2,4,5,3,2,1,5,4,2,4,5,3,1,2,4,5,2,1,4,4,1,1,1,4,2,1,3,5,2,4,1,2,5,2,2,4
1379,3,4,1,2,2,4,4,1,2,5,3,3,4,4,4,2,2,4,4,4,4,2,2,3,2,2,4,4,2,2,1,4,5,4,3,3,3,4,4,4,3,5,4,4,2,4,4,1,2,2,4,3,4,4,2,4,2,4,2,4
1380,1,5,3,2,2,1,5,2,2,4,3,2,5,2,3,5,1,5,4,5,1,1,4,4,2,3,4,3,3,2,5,4,4,5,4,5,2,4,4,4,3,2,4,3,1,1,2,1,1,1,3,5,4,2,2,1,5,4,4,4
1381,1,4,2,4,5,1,5,1,5,1,4,1,4,1,1,5,1,3,1,1,1,1,5,4,5,4,4,5,4,5,5,4,4,5,1,5,1,4,1,1,1,5,2,4,5,1,1,4,1,5,1,5,5,1,5,1,4,4,1,1
1382,5,5,1,4,1,2,5,1,5,5,1,1,5,1,5,1,1,4,1,5,5,1,1,5,1,1,5,1,4,1,1,5,5,4,5,3,1,5,2,5,5,4,5,5,1,5,1,1,3,1,1,5,5,1,1,5,3,1,4,5
1383,2,5,4,1,5,1,5,1,4,4,4,4,4,5,3,5,1,5,5,1,5,3,2,1,4,4,5,2,1,5,5,5,5,5,2,4,3,5,5,5,1,4,4,2,5,1,1,1,1,4,4,4,5,5,5,5,5,4,5,5
1384,1,5,5,3,2,1,5,4,4,5,2,4,4,4,4,5,2,1,3,3,1,1,5,4,4,3,4,4,3,1,5,2,1,4,4,4,3,4,3,5,1,2,4,3,1,2,2,4,2,1,5,4,4,3,3,2,4,4,3,4
1385,2,5,5,2,1,2,4,5,3,5,1,2,2,4,5,4,1,1,4,5,1,1,5,4,1,1,4,4,2,1,4,5,1,4,5,3,1,4,4,5,4,2,2,3,1,2,1,5,2,1,4,4,4,4,1,4,3,4,4,5
1386,2,5,4,2,5,1,5,4,2,5,1,4,4,4,3,4,1,4,4,4,1,1,4,5,4,5,1,4,3,4,4,5,2,4,3,5,1,3,4,4,1,5,5,4,1,1,3,4,1,2,5,5,4,5,2,1,1,4,3,1
1387,3,4,1,2,2,4,4,1,2,5,2,2,5,5,4,3,2,5,5,4,2,3,1,4,2,2,3,2,2,2,2,4,5,5,4,4,4,5,3,4,5,3,5,2,5,3,4,1,2,2,3,4,5,2,2,3,2,2,4,3
1388,4,4,1,3,3,4,5,1,3,3,3,1,3,4,4,4,4,4,4,4,4,1,3,4,3,3,4,3,4,2,3,3,4,2,4,3,2,4,3,4,5,4,5,4,4,1,1,1,3,3,3,4,4,2,3,3,4,1,3,4
1389,2,5,1,3,1,4,5,1,5,5,1,3,5,1,5,5,4,4,4,5,5,1,1,5,1,1,3,4,3,1,5,5,5,2,5,2,1,5,3,5,5,5,5,5,1,1,4,1,2,1,3,5,5,3,2,4,1,1,4,5
1390,5,4,3,5,3,5,5,3,5,5,2,3,4,2,3,2,4,3,4,4,5,3,3,5,3,2,4,2,5,3,1,4,3,1,4,2,2,4,1,3,5,4,4,5,3,5,2,2,5,2,1,5,4,1,4,4,4,3,1,3
1391,5,5,1,4,4,5,5,1,4,4,3,1,5,3,4,4,2,5,3,3,5,1,1,4,3,4,5,2,4,2,4,5,5,4,5,4,1,5,2,4,2,4,4,4,5,4,1,1,2,1,3,5,5,4,2,4,5,1,1,5
1392,4,5,1,4,2,4,4,1,4,4,1,2,5,2,4,4,1,5,1,4,5,2,1,5,5,3,3,1,4,2,4,4,5,1,4,1,3,5,2,4,4,5,5,4,1,3,2,1,3,3,2,4,5,1,1,5,1,1,1,5
1393,5,5,1,5,1,1,5,1,5,3,1,1,5,1,4,2,2,4,1,5,1,1,1,5,1,1,5,1,5,1,2,5,5,1,4,4,1,5,1,5,5,1,5,5,1,3,1,1,4,1,4,5,5,1,1,4,5,1,1,5
1394,2,5,4,2,1,2,5,2,1,5,5,4,3,4,4,4,2,5,4,5,2,2,5,2,2,2,2,4,4,2,5,4,2,5,5,5,4,3,5,4,1,4,3,4,2,2,4,2,1,2,4,5,4,5,2,1,2,4,4,4
1395,1,4,3,3,1,1,5,5,4,5,3,1,5,1,4,5,2,3,2,5,1,1,3,5,1,5,4,3,4,1,5,4,2,2,5,5,1,4,1,5,3,2,5,4,1,1,4,3,3,2,5,5,4,1,1,4,4,1,1,4
1396,4,5,1,3,1,3,4,4,3,5,2,3,4,4,4,5,5,4,4,5,3,2,2,3,1,2,5,3,2,1,5,4,5,4,5,3,2,5,3,3,2,2,4,3,2,4,1,1,3,1,3,5,4,3,1,3,5,2,3,5
1397,5,5,2,5,1,4,5,1,5,5,1,1,5,1,5,4,1,5,1,5,4,1,1,5,1,1,5,1,5,1,4,5,5,1,5,2,1,5,2,5,5,1,5,5,1,2,1,1,2,1,2,1,1,1,1,4,3,1,1,5
1398,5,5,2,5,1,1,5,1,5,5,1,1,5,1,5,1,1,1,1,5,5,1,1,5,1,1,5,1,5,1,1,5,1,1,5,1,1,5,1,5,5,4,5,5,1,5,1,4,5,1,1,5,5,1,1,5,5,1,1,5
1399,2,4,4,4,2,4,4,3,4,4,2,3,4,2,4,4,2,4,4,4,4,3,4,4,1,2,3,4,3,2,4,4,3,3,4,2,2,4,2,4,3,4,3,2,2,2,3,2,3,2,2,4,4,3,2,3,4,4,3,4
1400,2,5,1,3,2,2,5,3,2,4,2,1,5,4,2,4,1,5,3,2,2,1,4,3,2,3,4,1,2,3,4,4,5,3,3,2,1,5,3,4,2,2,5,3,2,2,2,1,2,3,3,5,4,3,3,3,4,1,4,2
1401,4,4,1,1,1,4,4,2,1,4,5,4,4,5,4,2,2,5,5,5,2,1,3,2,2,1,2,3,1,1,4,4,4,5,5,4,5,5,5,4,4,5,5,1,2,4,4,1,1,2,4,4,5,5,2,3,1,3,5,4
1402,3,5,2,4,2,3,5,2,4,5,3,2,4,1,5,3,1,4,2,3,3,1,2,4,1,3,4,2,4,2,2,4,4,2,4,5,1,5,1,5,3,1,4,5,1,3,1,1,2,2,3,5,5,1,2,3,4,1,1,5
